#    L    TT             EE             TE             PP             TP          
  1459   0.817554E+03   0.985126E+01  -0.214654E+02   0.169558E+06   0.370419E+02
  1460   0.815757E+03   0.982998E+01  -0.207026E+02   0.169369E+06   0.369059E+02
  1461   0.813907E+03   0.981219E+01  -0.199428E+02   0.169180E+06   0.367687E+02
  1462   0.812005E+03   0.979797E+01  -0.191863E+02   0.168991E+06   0.366302E+02
  1463   0.810052E+03   0.978731E+01  -0.184334E+02   0.168803E+06   0.364905E+02
  1464   0.808046E+03   0.978014E+01  -0.176842E+02   0.168615E+06   0.363495E+02
  1465   0.805989E+03   0.977654E+01  -0.169391E+02   0.168428E+06   0.362073E+02
  1466   0.803887E+03   0.977643E+01  -0.161984E+02   0.168240E+06   0.360640E+02
  1467   0.801732E+03   0.977974E+01  -0.154623E+02   0.168053E+06   0.359195E+02
  1468   0.799534E+03   0.978662E+01  -0.147310E+02   0.167867E+06   0.357738E+02
  1469   0.797283E+03   0.979684E+01  -0.140049E+02   0.167681E+06   0.356270E+02
  1470   0.794980E+03   0.981055E+01  -0.132840E+02   0.167495E+06   0.354791E+02
  1471   0.792640E+03   0.982760E+01  -0.125688E+02   0.167309E+06   0.353301E+02
  1472   0.790248E+03   0.984807E+01  -0.118594E+02   0.167124E+06   0.351801E+02
  1473   0.787804E+03   0.987181E+01  -0.111561E+02   0.166939E+06   0.350289E+02
  1474   0.785323E+03   0.989896E+01  -0.104591E+02   0.166754E+06   0.348768E+02
  1475   0.782790E+03   0.992931E+01  -0.976864E+01   0.166570E+06   0.347236E+02
  1476   0.780220E+03   0.996300E+01  -0.908492E+01   0.166386E+06   0.345694E+02
  1477   0.777605E+03   0.999989E+01  -0.840824E+01   0.166202E+06   0.344142E+02
  1478   0.774945E+03   0.100399E+02  -0.773877E+01   0.166019E+06   0.342581E+02
  1479   0.772249E+03   0.100832E+02  -0.707672E+01   0.165836E+06   0.341010E+02
  1480   0.769508E+03   0.101295E+02  -0.642233E+01   0.165653E+06   0.339430E+02
  1481   0.766729E+03   0.101790E+02  -0.577582E+01   0.165471E+06   0.337841E+02
  1482   0.763906E+03   0.102315E+02  -0.513739E+01   0.165289E+06   0.336242E+02
  1483   0.761046E+03   0.102870E+02  -0.450721E+01   0.165107E+06   0.334635E+02
  1484   0.758157E+03   0.103455E+02  -0.388551E+01   0.164925E+06   0.333020E+02
  1485   0.755222E+03   0.104070E+02  -0.327246E+01   0.164744E+06   0.331396E+02
  1486   0.752258E+03   0.104713E+02  -0.266826E+01   0.164563E+06   0.329764E+02
  1487   0.749249E+03   0.105385E+02  -0.207311E+01   0.164383E+06   0.328123E+02
  1488   0.746211E+03   0.106085E+02  -0.148718E+01   0.164203E+06   0.326475E+02
  1489   0.743143E+03   0.106813E+02  -0.910665E+00   0.164023E+06   0.324820E+02
  1490   0.740034E+03   0.107568E+02  -0.343727E+00   0.163843E+06   0.323156E+02
  1491   0.736895E+03   0.108349E+02   0.213467E+00   0.163664E+06   0.321486E+02
  1492   0.733725E+03   0.109157E+02   0.760747E+00   0.163485E+06   0.319808E+02
  1493   0.730525E+03   0.109991E+02   0.129794E+01   0.163306E+06   0.318123E+02
  1494   0.727294E+03   0.110849E+02   0.182488E+01   0.163128E+06   0.316432E+02
  1495   0.724034E+03   0.111733E+02   0.234140E+01   0.162950E+06   0.314734E+02
  1496   0.720746E+03   0.112641E+02   0.284736E+01   0.162772E+06   0.313029E+02
  1497   0.717432E+03   0.113572E+02   0.334264E+01   0.162595E+06   0.311319E+02
  1498   0.714090E+03   0.114527E+02   0.382711E+01   0.162417E+06   0.309602E+02
  1499   0.710723E+03   0.115504E+02   0.430064E+01   0.162241E+06   0.307879E+02
  1500   0.707332E+03   0.116504E+02   0.476309E+01   0.162064E+06   0.306151E+02
  1501   0.703917E+03   0.117525E+02   0.521432E+01   0.161888E+06   0.304417E+02
  1502   0.700480E+03   0.118567E+02   0.565424E+01   0.161712E+06   0.302678E+02
  1503   0.697021E+03   0.119629E+02   0.608271E+01   0.161536E+06   0.300934E+02
  1504   0.693541E+03   0.120711E+02   0.649964E+01   0.161361E+06   0.299185E+02
  1505   0.690042E+03   0.121813E+02   0.690494E+01   0.161186E+06   0.297431E+02
  1506   0.686524E+03   0.122933E+02   0.729849E+01   0.161011E+06   0.295672E+02
  1507   0.682987E+03   0.124072E+02   0.768019E+01   0.160836E+06   0.293909E+02
  1508   0.679433E+03   0.125228E+02   0.804992E+01   0.160662E+06   0.292142E+02
  1509   0.675862E+03   0.126400E+02   0.840769E+01   0.160488E+06   0.290371E+02
  1510   0.672276E+03   0.127589E+02   0.875327E+01   0.160315E+06   0.288595E+02
  1511   0.668675E+03   0.128794E+02   0.908675E+01   0.160141E+06   0.286816E+02
  1512   0.665063E+03   0.130014E+02   0.940803E+01   0.159968E+06   0.285034E+02
  1513   0.661437E+03   0.131248E+02   0.971714E+01   0.159796E+06   0.283248E+02
  1514   0.657801E+03   0.132495E+02   0.100139E+02   0.159623E+06   0.281459E+02
  1515   0.654157E+03   0.133757E+02   0.102984E+02   0.159451E+06   0.279667E+02
  1516   0.650503E+03   0.135031E+02   0.105705E+02   0.159279E+06   0.277873E+02
  1517   0.646842E+03   0.136317E+02   0.108302E+02   0.159108E+06   0.276075E+02
  1518   0.643175E+03   0.137615E+02   0.110775E+02   0.158937E+06   0.274275E+02
  1519   0.639502E+03   0.138923E+02   0.113124E+02   0.158766E+06   0.272473E+02
  1520   0.635824E+03   0.140241E+02   0.115347E+02   0.158595E+06   0.270669E+02
  1521   0.632143E+03   0.141569E+02   0.117445E+02   0.158425E+06   0.268863E+02
  1522   0.628459E+03   0.142906E+02   0.119419E+02   0.158255E+06   0.267055E+02
  1523   0.624772E+03   0.144251E+02   0.121266E+02   0.158085E+06   0.265246E+02
  1524   0.621085E+03   0.145603E+02   0.122988E+02   0.157915E+06   0.263435E+02
  1525   0.617398E+03   0.146962E+02   0.124584E+02   0.157746E+06   0.261623E+02
  1526   0.613712E+03   0.148328E+02   0.126054E+02   0.157577E+06   0.259810E+02
  1527   0.610028E+03   0.149699E+02   0.127400E+02   0.157408E+06   0.257996E+02
  1528   0.606347E+03   0.151075E+02   0.128620E+02   0.157240E+06   0.256182E+02
  1529   0.602670E+03   0.152455E+02   0.129716E+02   0.157072E+06   0.254367E+02
  1530   0.598997E+03   0.153839E+02   0.130686E+02   0.156904E+06   0.252552E+02
  1531   0.595331E+03   0.155226E+02   0.131531E+02   0.156737E+06   0.250737E+02
  1532   0.591670E+03   0.156616E+02   0.132253E+02   0.156569E+06   0.248922E+02
  1533   0.588018E+03   0.158007E+02   0.132850E+02   0.156402E+06   0.247107E+02
  1534   0.584374E+03   0.159399E+02   0.133324E+02   0.156236E+06   0.245292E+02
  1535   0.580738E+03   0.160792E+02   0.133675E+02   0.156069E+06   0.243478E+02
  1536   0.577113E+03   0.162184E+02   0.133902E+02   0.155903E+06   0.241665E+02
  1537   0.573498E+03   0.163575E+02   0.134006E+02   0.155737E+06   0.239853E+02
  1538   0.569895E+03   0.164965E+02   0.133989E+02   0.155572E+06   0.238042E+02
  1539   0.566305E+03   0.166351E+02   0.133851E+02   0.155406E+06   0.236233E+02
  1540   0.562728E+03   0.167736E+02   0.133593E+02   0.155241E+06   0.234425E+02
  1541   0.559166E+03   0.169117E+02   0.133214E+02   0.155077E+06   0.232618E+02
  1542   0.555620E+03   0.170494E+02   0.132717E+02   0.154912E+06   0.230814E+02
  1543   0.552089E+03   0.171866E+02   0.132102E+02   0.154748E+06   0.229011E+02
  1544   0.548576E+03   0.173234E+02   0.131371E+02   0.154584E+06   0.227211E+02
  1545   0.545080E+03   0.174594E+02   0.130523E+02   0.154420E+06   0.225413E+02
  1546   0.541604E+03   0.175948E+02   0.129561E+02   0.154257E+06   0.223618E+02
  1547   0.538147E+03   0.177296E+02   0.128484E+02   0.154094E+06   0.221826E+02
  1548   0.534710E+03   0.178636E+02   0.127293E+02   0.153931E+06   0.220036E+02
  1549   0.531294E+03   0.179967E+02   0.125991E+02   0.153768E+06   0.218250E+02
  1550   0.527900E+03   0.181289E+02   0.124577E+02   0.153606E+06   0.216467E+02
  1551   0.524528E+03   0.182601E+02   0.123053E+02   0.153444E+06   0.214687E+02
  1552   0.521179E+03   0.183903E+02   0.121420E+02   0.153282E+06   0.212911E+02
  1553   0.517855E+03   0.185195E+02   0.119680E+02   0.153121E+06   0.211139E+02
  1554   0.514555E+03   0.186475E+02   0.117833E+02   0.152960E+06   0.209371E+02
  1555   0.511279E+03   0.187743E+02   0.115881E+02   0.152799E+06   0.207606E+02
  1556   0.508030E+03   0.188999E+02   0.113824E+02   0.152638E+06   0.205846E+02
  1557   0.504807E+03   0.190242E+02   0.111666E+02   0.152478E+06   0.204090E+02
  1558   0.501612E+03   0.191471E+02   0.109407E+02   0.152317E+06   0.202339E+02
  1559   0.498445E+03   0.192686E+02   0.107050E+02   0.152158E+06   0.200592E+02
  1560   0.495306E+03   0.193887E+02   0.104593E+02   0.151998E+06   0.198849E+02
  1561   0.492197E+03   0.195073E+02   0.102041E+02   0.151839E+06   0.197112E+02
  1562   0.489117E+03   0.196244E+02   0.993937E+01   0.151679E+06   0.195379E+02
  1563   0.486068E+03   0.197398E+02   0.966538E+01   0.151521E+06   0.193651E+02
  1564   0.483050E+03   0.198537E+02   0.938224E+01   0.151362E+06   0.191929E+02
  1565   0.480064E+03   0.199658E+02   0.909018E+01   0.151204E+06   0.190211E+02
  1566   0.477110E+03   0.200761E+02   0.878927E+01   0.151046E+06   0.188500E+02
  1567   0.474188E+03   0.201847E+02   0.847974E+01   0.150888E+06   0.186793E+02
  1568   0.471299E+03   0.202915E+02   0.816167E+01   0.150730E+06   0.185093E+02
  1569   0.468445E+03   0.203964E+02   0.783534E+01   0.150573E+06   0.183398E+02
  1570   0.465624E+03   0.204993E+02   0.750091E+01   0.150416E+06   0.181709E+02
  1571   0.462839E+03   0.206002E+02   0.715848E+01   0.150259E+06   0.180026E+02
  1572   0.460088E+03   0.206992E+02   0.680826E+01   0.150103E+06   0.178349E+02
  1573   0.457373E+03   0.207961E+02   0.645043E+01   0.149947E+06   0.176679E+02
  1574   0.454694E+03   0.208908E+02   0.608523E+01   0.149791E+06   0.175015E+02
  1575   0.452051E+03   0.209835E+02   0.571284E+01   0.149635E+06   0.173357E+02
  1576   0.449445E+03   0.210740E+02   0.533348E+01   0.149479E+06   0.171707E+02
  1577   0.446877E+03   0.211622E+02   0.494735E+01   0.149324E+06   0.170063E+02
  1578   0.444346E+03   0.212484E+02   0.455466E+01   0.149169E+06   0.168426E+02
  1579   0.441855E+03   0.213322E+02   0.415562E+01   0.149015E+06   0.166796E+02
  1580   0.439401E+03   0.214137E+02   0.375041E+01   0.148860E+06   0.165173E+02
  1581   0.436986E+03   0.214929E+02   0.333923E+01   0.148706E+06   0.163557E+02
  1582   0.434611E+03   0.215698E+02   0.292228E+01   0.148552E+06   0.161949E+02
  1583   0.432275E+03   0.216442E+02   0.249973E+01   0.148398E+06   0.160349E+02
  1584   0.429979E+03   0.217163E+02   0.207180E+01   0.148245E+06   0.158756E+02
  1585   0.427722E+03   0.217858E+02   0.163867E+01   0.148092E+06   0.157171E+02
  1586   0.425506E+03   0.218529E+02   0.120052E+01   0.147939E+06   0.155595E+02
  1587   0.423330E+03   0.219175E+02   0.757579E+00   0.147786E+06   0.154026E+02
  1588   0.421194E+03   0.219795E+02   0.310047E+00   0.147634E+06   0.152465E+02
  1589   0.419099E+03   0.220389E+02  -0.141873E+00   0.147481E+06   0.150913E+02
  1590   0.417044E+03   0.220958E+02  -0.597971E+00   0.147330E+06   0.149369E+02
  1591   0.415031E+03   0.221500E+02  -0.105804E+01   0.147178E+06   0.147834E+02
  1592   0.413059E+03   0.222016E+02  -0.152186E+01   0.147026E+06   0.146307E+02
  1593   0.411129E+03   0.222505E+02  -0.198925E+01   0.146875E+06   0.144790E+02
  1594   0.409239E+03   0.222967E+02  -0.245997E+01   0.146724E+06   0.143281E+02
  1595   0.407392E+03   0.223401E+02  -0.293382E+01   0.146574E+06   0.141781E+02
  1596   0.405585E+03   0.223809E+02  -0.341059E+01   0.146423E+06   0.140291E+02
  1597   0.403821E+03   0.224190E+02  -0.389006E+01   0.146273E+06   0.138810E+02
  1598   0.402098E+03   0.224543E+02  -0.437203E+01   0.146123E+06   0.137339E+02
  1599   0.400416E+03   0.224868E+02  -0.485627E+01   0.145973E+06   0.135877E+02
  1600   0.398777E+03   0.225166E+02  -0.534257E+01   0.145824E+06   0.134425E+02
  1601   0.397179E+03   0.225436E+02  -0.583074E+01   0.145675E+06   0.132982E+02
  1602   0.395623E+03   0.225677E+02  -0.632058E+01   0.145526E+06   0.131550E+02
  1603   0.394108E+03   0.225890E+02  -0.681188E+01   0.145377E+06   0.130128E+02
  1604   0.392635E+03   0.226075E+02  -0.730443E+01   0.145228E+06   0.128715E+02
  1605   0.391203E+03   0.226231E+02  -0.779807E+01   0.145080E+06   0.127313E+02
  1606   0.389813E+03   0.226359E+02  -0.829255E+01   0.144932E+06   0.125920E+02
  1607   0.388464E+03   0.226458E+02  -0.878762E+01   0.144784E+06   0.124538E+02
  1608   0.387156E+03   0.226528E+02  -0.928322E+01   0.144637E+06   0.123166E+02
  1609   0.385888E+03   0.226569E+02  -0.977897E+01   0.144490E+06   0.121805E+02
  1610   0.384662E+03   0.226582E+02  -0.102748E+02   0.144342E+06   0.120453E+02
  1611   0.383477E+03   0.226567E+02  -0.107703E+02   0.144196E+06   0.119112E+02
  1612   0.382332E+03   0.226524E+02  -0.112655E+02   0.144049E+06   0.117781E+02
  1613   0.381227E+03   0.226452E+02  -0.117600E+02   0.143903E+06   0.116461E+02
  1614   0.380163E+03   0.226353E+02  -0.122536E+02   0.143757E+06   0.115151E+02
  1615   0.379139E+03   0.226226E+02  -0.127461E+02   0.143611E+06   0.113851E+02
  1616   0.378155E+03   0.226071E+02  -0.132375E+02   0.143465E+06   0.112562E+02
  1617   0.377210E+03   0.225888E+02  -0.137274E+02   0.143320E+06   0.111284E+02
  1618   0.376304E+03   0.225677E+02  -0.142156E+02   0.143175E+06   0.110016E+02
  1619   0.375438E+03   0.225438E+02  -0.147021E+02   0.143030E+06   0.108758E+02
  1620   0.374610E+03   0.225173E+02  -0.151865E+02   0.142885E+06   0.107512E+02
  1621   0.373820E+03   0.224878E+02  -0.156688E+02   0.142741E+06   0.106276E+02
  1622   0.373069E+03   0.224557E+02  -0.161486E+02   0.142596E+06   0.105051E+02
  1623   0.372355E+03   0.224208E+02  -0.166260E+02   0.142452E+06   0.103837E+02
  1624   0.371678E+03   0.223831E+02  -0.171005E+02   0.142309E+06   0.102634E+02
  1625   0.371039E+03   0.223428E+02  -0.175721E+02   0.142165E+06   0.101441E+02
  1626   0.370437E+03   0.222999E+02  -0.180406E+02   0.142022E+06   0.100260E+02
  1627   0.369870E+03   0.222543E+02  -0.185057E+02   0.141879E+06   0.990894E+01
  1628   0.369340E+03   0.222060E+02  -0.189673E+02   0.141736E+06   0.979299E+01
  1629   0.368846E+03   0.221552E+02  -0.194253E+02   0.141593E+06   0.967816E+01
  1630   0.368386E+03   0.221016E+02  -0.198794E+02   0.141451E+06   0.956444E+01
  1631   0.367962E+03   0.220456E+02  -0.203296E+02   0.141309E+06   0.945183E+01
  1632   0.367571E+03   0.219869E+02  -0.207755E+02   0.141167E+06   0.934035E+01
  1633   0.367214E+03   0.219258E+02  -0.212171E+02   0.141025E+06   0.922999E+01
  1634   0.366891E+03   0.218621E+02  -0.216541E+02   0.140884E+06   0.912076E+01
  1635   0.366601E+03   0.217958E+02  -0.220866E+02   0.140743E+06   0.901267E+01
  1636   0.366343E+03   0.217270E+02  -0.225141E+02   0.140602E+06   0.890571E+01
  1637   0.366118E+03   0.216559E+02  -0.229368E+02   0.140461E+06   0.879990E+01
  1638   0.365923E+03   0.215822E+02  -0.233542E+02   0.140320E+06   0.869523E+01
  1639   0.365760E+03   0.215062E+02  -0.237664E+02   0.140180E+06   0.859172E+01
  1640   0.365628E+03   0.214279E+02  -0.241732E+02   0.140040E+06   0.848936E+01
  1641   0.365525E+03   0.213472E+02  -0.245744E+02   0.139900E+06   0.838816E+01
  1642   0.365452E+03   0.212643E+02  -0.249699E+02   0.139760E+06   0.828813E+01
  1643   0.365407E+03   0.211791E+02  -0.253595E+02   0.139621E+06   0.818926E+01
  1644   0.365392E+03   0.210918E+02  -0.257432E+02   0.139482E+06   0.809157E+01
  1645   0.365405E+03   0.210023E+02  -0.261207E+02   0.139343E+06   0.799506E+01
  1646   0.365444E+03   0.209105E+02  -0.264920E+02   0.139204E+06   0.789972E+01
  1647   0.365511E+03   0.208167E+02  -0.268569E+02   0.139065E+06   0.780558E+01
  1648   0.365604E+03   0.207208E+02  -0.272153E+02   0.138927E+06   0.771262E+01
  1649   0.365722E+03   0.206227E+02  -0.275670E+02   0.138789E+06   0.762086E+01
  1650   0.365865E+03   0.205227E+02  -0.279120E+02   0.138651E+06   0.753030E+01
  1651   0.366033E+03   0.204206E+02  -0.282502E+02   0.138514E+06   0.744093E+01
  1652   0.366225E+03   0.203167E+02  -0.285814E+02   0.138376E+06   0.735278E+01
  1653   0.366439E+03   0.202108E+02  -0.289056E+02   0.138239E+06   0.726582E+01
  1654   0.366678E+03   0.201030E+02  -0.292226E+02   0.138102E+06   0.718006E+01
  1655   0.366937E+03   0.199934E+02  -0.295324E+02   0.137965E+06   0.709550E+01
  1656   0.367218E+03   0.198820E+02  -0.298349E+02   0.137829E+06   0.701213E+01
  1657   0.367520E+03   0.197689E+02  -0.301299E+02   0.137692E+06   0.692996E+01
  1658   0.367842E+03   0.196540E+02  -0.304174E+02   0.137556E+06   0.684899E+01
  1659   0.368184E+03   0.195375E+02  -0.306973E+02   0.137420E+06   0.676920E+01
  1660   0.368545E+03   0.194195E+02  -0.309695E+02   0.137285E+06   0.669061E+01
  1661   0.368925E+03   0.192998E+02  -0.312341E+02   0.137149E+06   0.661320E+01
  1662   0.369321E+03   0.191786E+02  -0.314907E+02   0.137014E+06   0.653698E+01
  1663   0.369735E+03   0.190559E+02  -0.317396E+02   0.136879E+06   0.646195E+01
  1664   0.370166E+03   0.189318E+02  -0.319805E+02   0.136744E+06   0.638810E+01
  1665   0.370612E+03   0.188063E+02  -0.322133E+02   0.136609E+06   0.631544E+01
  1666   0.371074E+03   0.186794E+02  -0.324380E+02   0.136475E+06   0.624396E+01
  1667   0.371550E+03   0.185513E+02  -0.326547E+02   0.136341E+06   0.617366E+01
  1668   0.372040E+03   0.184219E+02  -0.328631E+02   0.136207E+06   0.610453E+01
  1669   0.372542E+03   0.182912E+02  -0.330633E+02   0.136073E+06   0.603659E+01
  1670   0.373058E+03   0.181594E+02  -0.332551E+02   0.135940E+06   0.596982E+01
  1671   0.373585E+03   0.180264E+02  -0.334387E+02   0.135806E+06   0.590423E+01
  1672   0.374124E+03   0.178924E+02  -0.336138E+02   0.135673E+06   0.583981E+01
  1673   0.374672E+03   0.177573E+02  -0.337806E+02   0.135540E+06   0.577656E+01
  1674   0.375232E+03   0.176213E+02  -0.339389E+02   0.135408E+06   0.571448E+01
  1675   0.375800E+03   0.174844E+02  -0.340889E+02   0.135275E+06   0.565357E+01
  1676   0.376377E+03   0.173466E+02  -0.342304E+02   0.135143E+06   0.559383E+01
  1677   0.376962E+03   0.172082E+02  -0.343635E+02   0.135011E+06   0.553526E+01
  1678   0.377556E+03   0.170689E+02  -0.344881E+02   0.134879E+06   0.547784E+01
  1679   0.378155E+03   0.169289E+02  -0.346042E+02   0.134747E+06   0.542160E+01
  1680   0.378760E+03   0.167884E+02  -0.347118E+02   0.134616E+06   0.536651E+01
  1681   0.379372E+03   0.166471E+02  -0.348109E+02   0.134485E+06   0.531259E+01
  1682   0.379988E+03   0.165054E+02  -0.349015E+02   0.134354E+06   0.525982E+01
  1683   0.380608E+03   0.163631E+02  -0.349835E+02   0.134223E+06   0.520821E+01
  1684   0.381232E+03   0.162203E+02  -0.350570E+02   0.134092E+06   0.515776E+01
  1685   0.381859E+03   0.160772E+02  -0.351220E+02   0.133962E+06   0.510846E+01
  1686   0.382488E+03   0.159337E+02  -0.351785E+02   0.133832E+06   0.506032E+01
  1687   0.383119E+03   0.157898E+02  -0.352265E+02   0.133702E+06   0.501333E+01
  1688   0.383751E+03   0.156457E+02  -0.352661E+02   0.133572E+06   0.496749E+01
  1689   0.384384E+03   0.155013E+02  -0.352972E+02   0.133442E+06   0.492279E+01
  1690   0.385016E+03   0.153568E+02  -0.353199E+02   0.133313E+06   0.487925E+01
  1691   0.385648E+03   0.152122E+02  -0.353342E+02   0.133184E+06   0.483685E+01
  1692   0.386278E+03   0.150675E+02  -0.353401E+02   0.133055E+06   0.479559E+01
  1693   0.386906E+03   0.149227E+02  -0.353378E+02   0.132926E+06   0.475548E+01
  1694   0.387532E+03   0.147780E+02  -0.353270E+02   0.132798E+06   0.471651E+01
  1695   0.388154E+03   0.146334E+02  -0.353080E+02   0.132669E+06   0.467869E+01
